Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Page Height (v19),Page Percent Viewed (v20),Procore ID (v35),Procore User Type (v36),Tab Focus Count (v41),Form ID (v50),Form Inputs (v51),Form Input Count (v52),Form Selected Count (v53),Chat Online (v55),Chat Team Available (v56),Chat Visible (v57),Chat Covnersation ID (v58),Chat Playbook ID (v59),Chat Campaign ID (v60),Form Errors (c14),Form Interaction Path (c16),Forms On Page (c17),Redirect Timing (event1),App cache Timing (event2),DNS Timing (event3),TCP Timing (event4),Request Timing (event5),Response Timing (event6),Processing Timing (event7),On Load Timing (event8),Page Load Timing (event9),Page Scrolled 10% (event10),Page Scrolled 25% (event11),Page Scrolled 50% (event12),Page Scrolled 75% (event13),Page Scrolled 95% (event14),Page Scrolled 100% (event15),Tab Click (event17),Form Start (event20),Form Complete (event21),Form Error Count (event22),Form Selected Count (event23),Sidebar Opened (event34),Sidebar Closed (event35),Playbook Clicked (event36),Playbook Dismissed (event37),Conversation Started (event38),Message Sent (event39),Message Receieved (event40),Email Captured (event41),Phone Captured (event42),Meeting Requested (event43),Meeting Booked (event44),Forms On Page (event45)
https://stg.procore.com/en-au,procorestaging,200,stg.procore.com|AU|Home,Home,stg.procore.com,Before Unload,2019-07-31T10:21:58.896-07:00,6786507171,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au,6494,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,275,1,1305,5,1647,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/about,procorestaging,200,stg.procore.com|AU|Company|About,Company|About,stg.procore.com,Before Unload,2019-07-31T10:22:01.203-07:00,6625446063,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/about,7117,8,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,275,80,1837,4,2129,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/blueprint,procorestaging,200,stg.procore.com|AU|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Before Unload,2019-07-31T10:22:04.87-07:00,7454591108,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/blueprint,7599,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,285,1,1583,9,1943,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:22:08.441-07:00,2973076686,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,2979,70,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,4876|1295,4,1,1,1,317,1,1226,8,1571,1,1,1,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/demo?nb-transaction-token=NBPOE-TXN-5d41ce405c889&nb-confirmation-token=f8a57f333f276c31653bc8e97d690506&nb-result=valid&FirstName=Josh&LastName=Bradley&Email=joshua.bradley%2Badobetest%40procore.com&Phone=1234567890&Company=Procore&Country=Bahamas&utm_campaign__c=&utm_content__c=&utm_medium__c=&utm_source__c=&utm_term__c=&formid=4876&munchkinId=788-HIQ-636&gAClientID=,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:22:10.396-07:00,6871006625,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,2933,20,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,704,2,1180,5,1907,1,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/buildersclub,procorestaging,200,stg.procore.com|AU|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Before Unload,2019-07-31T10:22:14.873-07:00,8487637176,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/buildersclub,3973,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,4,1,1,1,419,1,1408,8,1906,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:22:19.190-07:00,3862743499,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,2979,70,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,4876|1295,3,1,1,1,156,1,1263,6,1493,1,1,1,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/demo?nb-transaction-token=NBPOE-TXN-5d41ce4b20083&nb-confirmation-token=944c4e81ae8f9693f1c001258ebd752f&nb-result=valid&FirstName=Josh&LastName=Bradley&Email=joshua.bradley%2Badobetest%40procore.com&Phone=1234567890&Company=Procore&Country=Bahamas&utm_campaign__c=&utm_content__c=&utm_medium__c=&utm_source__c=&utm_term__c=&formid=4876&munchkinId=788-HIQ-636&gAClientID=,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:22:21.433-07:00,8267930213,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,2933,20,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,685,2,1487,5,2195,1,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/certification,procorestaging,200,stg.procore.com|AU|Resource|Certification,Resource|Certification,stg.procore.com,Before Unload,2019-07-31T10:22:23.902-07:00,3990177796,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/certification,6161,10,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1228|1295,4,1,1,1,438,2,1516,7,2036,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/construction-financials,procorestaging,200,stg.procore.com|AU|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,Before Unload,2019-07-31T10:22:26.372-07:00,6789243781,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/construction-financials,5788,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,452,1,1839,4,2319,1,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/construction-financials/accounting-integrations,procorestaging,200,stg.procore.com|AU|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Before Unload,2019-07-31T10:22:29.708-07:00,9411329944,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/construction-financials/accounting-integrations,8956,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,691,1,1692,6,2404,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/continuing-education,procorestaging,200,stg.procore.com|AU|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Before Unload,2019-07-31T10:22:32.571-07:00,8976501214,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/continuing-education,3913,15,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,419,1,2164,3,2606,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:22:35.908-07:00,6310763304,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,2961,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,4876|1295,1,1,1,1,706,1,1637,8,2455,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/engineering,procorestaging,200,stg.procore.com|AU|Company|Engineering,Company|Engineering,stg.procore.com,Before Unload,2019-07-31T10:22:41.967-07:00,7341765167,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/engineering,19244,3,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,352,5,5499,5,5872,,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/events,procorestaging,200,stg.procore.com|AU|Event|Industry Events,Event|Industry Events,stg.procore.com,Before Unload,2019-07-31T10:22:46.230-07:00,2106584727,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/events,898,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,1025,1,2816,5,3860,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/field-productivity,procorestaging,200,stg.procore.com|AU|Product|Field Productivity|Overview,Product|Field Productivity|Overview,stg.procore.com,Before Unload,2019-07-31T10:22:48.694-07:00,5200076284,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/field-productivity,3424,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,545,118,1492,4,2055,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/field-productivity/crews,procorestaging,200,stg.procore.com|AU|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Before Unload,2019-07-31T10:22:50.783-07:00,4300739778,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/field-productivity/crews,3150,19,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,459,5,1386,4,1875,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/innovation-lab,procorestaging,200,stg.procore.com|AU|Event|Innovation Lab,Event|Innovation Lab,stg.procore.com,Before Unload,2019-07-31T10:22:52.781-07:00,2646424530,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/innovation-lab,6081,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1213|1295,1,1,1,1,283,2,1495,4,1853,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/jobs,procorestaging,200,stg.procore.com|AU|Company|Jobs,Company|Jobs,stg.procore.com,Before Unload,2019-07-31T10:22:56.938-07:00,4232178161,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/jobs,4376,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,2,1,1,1,289,1,2876,9,3240,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/jobs/benefits,procorestaging,200,stg.procore.com|AU|Company|Jobs|Benefits,Company|Jobs|Benefits,stg.procore.com,Before Unload,2019-07-31T10:22:59.276-07:00,6245158041,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/jobs/benefits,4388,14,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,265,123,1541,6,1827,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/jobs/openings,procorestaging,200,stg.procore.com|AU|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Before Unload,2019-07-31T10:23:02.343-07:00,1553263522,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/jobs/openings,18475,3,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,1482,81,1416,5,2918,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/jobs/openings/1056317,procorestaging,200,stg.procore.com|US|Company|Jobs|Openings|1056317,Company|Jobs|Openings|1056317,stg.procore.com,Before Unload,2019-07-31T10:23:05.419-07:00,9163373676,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/jobs/openings/1056317,10674,6,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,431,1,2338,5,2790,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:23:08.609-07:00,9417385758,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/demo,2721,68,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,2,1,1,1,312,78,1356,5,1741,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/jobs/sales,procorestaging,200,stg.procore.com|AU|Company|Jobs|Sales,Company|Jobs|Sales,stg.procore.com,Before Unload,2019-07-31T10:23:10.758-07:00,8355160788,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/jobs/sales,4432,14,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,428,1,1526,4,1975,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/legal,procorestaging,200,stg.procore.com|AU|Company|Legal|Overview,Company|Legal|Overview,stg.procore.com,Before Unload,2019-07-31T10:23:13.81-07:00,3323506081,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/legal,1450,41,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,407,3,1293,6,1720,1,1,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:23:16.480-07:00,4996087629,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,3,1,1,1,168,6,1523,5,1713,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/legal/api-terms-and-conditions,procorestaging,200,stg.procore.com|AU|Company|Legal|Api Terms And Conditions,Company|Legal|Api Terms And Conditions,stg.procore.com,Before Unload,2019-07-31T10:23:18.556-07:00,3094907875,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/legal/api-terms-and-conditions,22098,3,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,486,35,1323,4,1828,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:23:21.936-07:00,9593606152,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,2,1,1,1,298,2,1228,7,1599,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/partners,procorestaging,200,stg.procore.com|AU|Resource|Partners,Resource|Partners,stg.procore.com,Before Unload,2019-07-31T10:23:24.374-07:00,8291603540,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/partners,5759,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1225|1295,1,1,1,1,458,1,1398,6,1878,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/platform,procorestaging,200,stg.procore.com|AU|Product|Platform|Overview,Product|Platform|Overview,stg.procore.com,Before Unload,2019-07-31T10:23:26.807-07:00,5631442957,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/platform,4827,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,288,1,1433,5,1784,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:23:30.126-07:00,2552030925,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,2,1,1,1,116,1,1287,5,1431,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/press,procorestaging,200,stg.procore.com|AU|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Before Unload,2019-07-31T10:23:32.301-07:00,3895460775,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/press,13898,4,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,567,79,1413,4,1998,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,procorestaging,200,stg.procore.com|AU|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Before Unload,2019-07-31T10:23:34.650-07:00,5638502722,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,3163,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,417,1,1483,4,1920,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/press/procore-acquires-bimanywhere?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|AU|Company|Press|Procore Acquires Bimanywhere,Company|Press|Procore Acquires Bimanywhere,stg.procore.com,Before Unload,2019-07-31T10:23:36.974-07:00,2523381460,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/press/procore-acquires-bimanywhere,2763,22,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,484,1,1385,7,1891,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/project-management,procorestaging,200,stg.procore.com|AU|Product|Project Management|Overview,Product|Project Management|Overview,stg.procore.com,Before Unload,2019-07-31T10:23:38.749-07:00,5889444385,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/project-management,4641,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,291,1,1313,4,1624,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/project-management/bidding,procorestaging,200,stg.procore.com|AU|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Before Unload,2019-07-31T10:23:41.29-07:00,7945373476,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/project-management/bidding,4103,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,286,2,1292,5,1652,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T10:23:44.238-07:00,6447621135,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,2,1,1,1,292,1,1455,5,1784,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/projects,procorestaging,200,stg.procore.com|AU|Resource|Projects,Resource|Projects,stg.procore.com,Before Unload,2019-07-31T10:23:49.544-07:00,8004109232,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/projects,6708,9,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,343,1,4537,6,4900,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/quality-safety,procorestaging,200,stg.procore.com|AU|Product|Quality Safety|Overview,Product|Quality Safety|Overview,stg.procore.com,Before Unload,2019-07-31T10:23:51.195-07:00,8754596933,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/quality-safety,4705,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,275,2,1200,4,1496,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/quality-safety/daily-log,procorestaging,200,stg.procore.com|AU|Product|Quality Safety|Daily Log,Product|Quality Safety|Daily Log,stg.procore.com,Before Unload,2019-07-31T10:23:53.579-07:00,9899241010,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/quality-safety/daily-log,3785,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,461,83,1392,4,1926,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/safety-qualified,procorestaging,200,stg.procore.com|AU|Resource|Safety Qualified,Resource|Safety Qualified,stg.procore.com,Before Unload,2019-07-31T10:23:55.823-07:00,8944716153,03759229316241837563377248437565792649,1436868568.1564593685,stg.procore.com,/en-au/safety-qualified,8103,7,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,3609|1295,1,1,1,1,269,1,1505,7,1800,,,,,,,,,,,,,,,,,,,,,,,2
