Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Page Height (v19),Page Percent Viewed (v20),Procore ID (v35),Procore User Type (v36),Tab Focus Count (v41),Form ID (v50),Form Inputs (v51),Form Input Count (v52),Form Selected Count (v53),Chat Online (v55),Chat Team Available (v56),Chat Visible (v57),Chat Covnersation ID (v58),Chat Playbook ID (v59),Chat Campaign ID (v60),Form Errors (c14),Form Interaction Path (c16),Forms On Page (c17),Redirect Timing (event1),App cache Timing (event2),DNS Timing (event3),TCP Timing (event4),Request Timing (event5),Response Timing (event6),Processing Timing (event7),On Load Timing (event8),Page Load Timing (event9),Page Scrolled 10% (event10),Page Scrolled 25% (event11),Page Scrolled 50% (event12),Page Scrolled 75% (event13),Page Scrolled 95% (event14),Page Scrolled 100% (event15),Tab Click (event17),Form Start (event20),Form Complete (event21),Form Error Count (event22),Form Selected Count (event23),Sidebar Opened (event34),Sidebar Closed (event35),Playbook Clicked (event36),Playbook Dismissed (event37),Conversation Started (event38),Message Sent (event39),Message Receieved (event40),Email Captured (event41),Phone Captured (event42),Meeting Requested (event43),Meeting Booked (event44),Forms On Page (event45)
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:43:04.495-07:00,8707900669,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,2,1,1,1,564,1,2140,5,2725,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/construction-financials,procorestaging,200,stg.procore.com|AU|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,Before Unload,2019-07-31T11:43:06.576-07:00,1485668147,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/construction-financials,5788,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,426,1,1388,5,1833,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:43:10.757-07:00,8137480906,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,3,1,1,1,288,1,1337,5,1698,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/construction-financials/accounting-integrations,procorestaging,200,stg.procore.com|AU|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Before Unload,2019-07-31T11:43:13.682-07:00,7810576529,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/construction-financials/accounting-integrations,8928,7,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,634,149,2090,5,2743,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/continuing-education,procorestaging,200,stg.procore.com|AU|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Before Unload,2019-07-31T11:43:15.864-07:00,3888039191,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/continuing-education,3941,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,476,2,1273,4,1767,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:43:17.575-07:00,8901321668,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,2933,20,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,4876|1295,1,1,1,1,263,1,1212,5,1543,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/engineering,procorestaging,200,stg.procore.com|AU|Company|Engineering,Company|Engineering,stg.procore.com,Before Unload,2019-07-31T11:43:20.148-07:00,5941234992,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/engineering,19272,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,499,76,1522,10,2077,1,1,1,1,1,1,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/events,procorestaging,200,stg.procore.com|AU|Event|Industry Events,Event|Industry Events,stg.procore.com,Before Unload,2019-07-31T11:43:22.557-07:00,9801505022,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/events,870,69,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,432,2,1343,7,1800,1,1,1,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/field-productivity,procorestaging,200,stg.procore.com|AU|Product|Field Productivity|Overview,Product|Field Productivity|Overview,stg.procore.com,Before Unload,2019-07-31T11:43:24.678-07:00,4259505740,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/field-productivity,3396,18,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,379,74,1304,7,1705,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:43:28.759-07:00,3382781779,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,3,1,1,1,327,1,1461,6,1809,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/field-productivity/crews,procorestaging,200,stg.procore.com|AU|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Before Unload,2019-07-31T11:43:30.805-07:00,6006374863,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/field-productivity/crews,3150,19,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,483,2,1269,4,1773,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:43:35.74-07:00,7872820900,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,,,,,,,,FirstName|LastName|Phone|Company,4876,2,1,1,1,289,1,-1564598611467,1,-1564598611107,1,1,1,,,,,1,,,4,,,,,,,,,,,,1
https://stg.procore.com/en-au/innovation-lab,procorestaging,200,stg.procore.com|AU|Event|Innovation Lab,Event|Innovation Lab,stg.procore.com,Before Unload,2019-07-31T11:43:37.218-07:00,7731823555,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/innovation-lab,6081,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1213|1295,1,1,1,1,504,80,1451,5,1971,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/jobs,procorestaging,200,stg.procore.com|AU|Company|Jobs,Company|Jobs,stg.procore.com,Before Unload,2019-07-31T11:43:39.973-07:00,5979307100,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/jobs,4376,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,397,3,1334,9,1800,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:44:54.266-07:00,5525170329,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,3,1,1,1,376,1,1770,6,2171,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/jobs/benefits,procorestaging,200,stg.procore.com|AU|Company|Jobs|Benefits,Company|Jobs|Benefits,stg.procore.com,Before Unload,2019-07-31T11:44:56.631-07:00,9898155167,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/jobs/benefits,4388,14,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,492,76,1666,8,2211,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/jobs/openings,procorestaging,200,stg.procore.com|AU|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Before Unload,2019-07-31T11:44:59.273-07:00,5070759612,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/jobs/openings,18503,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,504,75,1586,5,2163,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/jobs/openings/1056317,procorestaging,200,stg.procore.com|US|Company|Jobs|Openings|1056317,Company|Jobs|Openings|1056317,stg.procore.com,Before Unload,2019-07-31T11:45:02.649-07:00,2360555692,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/jobs/openings/1056317,10674,6,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,628,2,2401,4,3049,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:45:08.45-07:00,6115115040,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/demo,2767,68,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,4876|1295,2,1,1,1,146,1,1420,6,1594,1,1,1,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/demo?nb-transaction-token=NBPOE-TXN-5d41e1b3f25e8&nb-confirmation-token=cafad7fbbfc6503ddf9b96f31e8f8423&nb-result=valid&FirstName=Josh&LastName=Bradley&Email=joshua.bradley%2Badobetest%40procore.com&Phone=1234567890&Company=Procore&Country=Bahamas&utm_campaign__c=&utm_content__c=&utm_medium__c=&utm_source__c=&utm_term__c=&formid=4876&munchkinId=788-HIQ-636&gAClientID=,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:45:10.500-07:00,1390440312,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/demo,2721,22,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,3,1,1,1,901,72,1486,5,2407,1,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/jobs/sales,procorestaging,200,stg.procore.com|AU|Company|Jobs|Sales,Company|Jobs|Sales,stg.procore.com,Before Unload,2019-07-31T11:45:12.646-07:00,2071886870,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/jobs/sales,4432,14,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,503,1,1455,5,1991,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/legal,procorestaging,200,stg.procore.com|AU|Company|Legal|Overview,Company|Legal|Overview,stg.procore.com,Before Unload,2019-07-31T11:45:14.540-07:00,1452827419,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/legal,1450,41,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,406,1,1306,4,1738,1,1,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/legal/api-terms-and-conditions,procorestaging,200,stg.procore.com|AU|Company|Legal|Api Terms And Conditions,Company|Legal|Api Terms And Conditions,stg.procore.com,Before Unload,2019-07-31T11:45:17.07-07:00,6101465488,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/legal/api-terms-and-conditions,22098,3,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,368,11,1812,4,2247,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:45:18.828-07:00,1354353876,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,2394,,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,276,1,-1564598717596,1,-1564598717307,,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/partners,procorestaging,200,stg.procore.com|AU|Resource|Partners,Resource|Partners,stg.procore.com,Before Unload,2019-07-31T11:45:22.277-07:00,6710218362,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/partners,5731,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1225|1295,2,1,1,1,572,1,2705,5,3295,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/platform,procorestaging,200,stg.procore.com|AU|Product|Platform|Overview,Product|Platform|Overview,stg.procore.com,Before Unload,2019-07-31T11:45:24.308-07:00,7278617809,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/platform,4799,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,341,1,1411,5,1822,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/demo,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T11:45:28.607-07:00,3193160138,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/demo,2933,70,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+4,Online,Available,Visible,,,,,FirstName|LastName|Phone|Company,4876|1295,2,1,1,1,148,1,1294,6,1472,1,1,1,,,,,1,,,4,,,,,,,,,,,,2
https://stg.procore.com/en-au/press?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|AU|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Before Unload,2019-07-31T11:45:30.715-07:00,8034382002,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/press,13898,4,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,711,82,1202,4,1932,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,procorestaging,200,stg.procore.com|AU|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Before Unload,2019-07-31T11:45:32.490-07:00,8951598660,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,3135,19,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,356,1,1221,4,1621,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/press/procore-acquires-bimanywhere,procorestaging,200,stg.procore.com|AU|Company|Press|Procore Acquires Bimanywhere,Company|Press|Procore Acquires Bimanywhere,stg.procore.com,Before Unload,2019-07-31T11:45:34.565-07:00,8023227540,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/press/procore-acquires-bimanywhere,2791,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,458,1,1198,4,1673,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/project-management,procorestaging,200,stg.procore.com|AU|Product|Project Management|Overview,Product|Project Management|Overview,stg.procore.com,Before Unload,2019-07-31T11:45:36.561-07:00,3672447952,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/project-management,4641,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,486,6,1225,5,1826,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/project-management/bidding,procorestaging,200,stg.procore.com|AU|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Before Unload,2019-07-31T11:45:39.19-07:00,2681846231,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/project-management/bidding,4103,100,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,483,3,1261,6,1768,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/projects,procorestaging,200,stg.procore.com|AU|Resource|Projects,Resource|Projects,stg.procore.com,Before Unload,2019-07-31T11:45:40.977-07:00,6220939781,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/projects,6708,9,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,308,2,1220,7,1577,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/quality-safety,procorestaging,200,stg.procore.com|AU|Product|Quality Safety|Overview,Product|Quality Safety|Overview,stg.procore.com,Before Unload,2019-07-31T11:45:43.538-07:00,1005114170,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/quality-safety,4705,13,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,459,1,1663,9,2154,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/quality-safety/daily-log,procorestaging,200,stg.procore.com|AU|Product|Quality Safety|Daily Log,Product|Quality Safety|Daily Log,stg.procore.com,Before Unload,2019-07-31T11:45:45.192-07:00,6666345092,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/quality-safety/daily-log,3757,16,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,281,2,1198,4,1499,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/safety-qualified,procorestaging,200,stg.procore.com|AU|Resource|Safety Qualified,Resource|Safety Qualified,stg.procore.com,Before Unload,2019-07-31T11:45:47.611-07:00,8768279503,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/safety-qualified,8131,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,3609|1295,2,1,1,1,511,75,1466,5,2001,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/subcontractors,procorestaging,200,stg.procore.com|AU|Solution|Subcontractors,Solution|Subcontractors,stg.procore.com,Before Unload,2019-07-31T11:45:49.958-07:00,8148929669,71714577693731072493299551516658275667,477258701.1564598540,stg.procore.com,/en-au/subcontractors,8724,7,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,309,1,1465,9,1810,,,,,,,,,,,,,,,,,,,,,,,1
