Test URL (url),Report Suite (rs),Status Code (status),Page Name (pageName),Site Section (ch),Server (server),Hit Type (v1),Timestamp (v2),Pageview ID (v3),Adobe Analytics ID (v5),Google Analytics ID (v6),Page Domain (v14),Page Path (v15),Page Height (v19),Page Percent Viewed (v20),Procore ID (v35),Procore User Type (v36),Tab Focus Count (v41),Form ID (v50),Form Inputs (v51),Form Input Count (v52),Form Selected Count (v53),Chat Online (v55),Chat Team Available (v56),Chat Visible (v57),Chat Covnersation ID (v58),Chat Playbook ID (v59),Chat Campaign ID (v60),Form Errors (c14),Form Interaction Path (c16),Forms On Page (c17),Redirect Timing (event1),App cache Timing (event2),DNS Timing (event3),TCP Timing (event4),Request Timing (event5),Response Timing (event6),Processing Timing (event7),On Load Timing (event8),Page Load Timing (event9),Page Scrolled 10% (event10),Page Scrolled 25% (event11),Page Scrolled 50% (event12),Page Scrolled 75% (event13),Page Scrolled 95% (event14),Page Scrolled 100% (event15),Tab Click (event17),Form Start (event20),Form Complete (event21),Form Error Count (event22),Form Selected Count (event23),Sidebar Opened (event34),Sidebar Closed (event35),Playbook Clicked (event36),Playbook Dismissed (event37),Conversation Started (event38),Message Sent (event39),Message Receieved (event40),Email Captured (event41),Phone Captured (event42),Meeting Requested (event43),Meeting Booked (event44),Forms On Page (event45)
https://stg.procore.com/en-au,procorestaging,200,stg.procore.com|AU|Home,Home,stg.procore.com,Before Unload,2019-07-31T22:11:14.893-07:00,8584838515,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au,6494,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,766,178,6126,4,6923,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/about,procorestaging,200,stg.procore.com|AU|Company|About,Company|About,stg.procore.com,Before Unload,2019-07-31T22:11:18.833-07:00,4861381118,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/about,7117,8,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,922,2,2795,6,3762,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T22:11:25.875-07:00,9831404640,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,2767,68,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+7,Online,Available,Visible,,,,Email|Country,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit,4876|1295,2,1,1,1,630,395,2917,4,3566,1,1,1,,,,,1,,1,7,,,,,,,,,,,,2
https://stg.procore.com/en-au/blueprint,procorestaging,200,stg.procore.com|AU|Resource|Blueprint,Resource|Blueprint,stg.procore.com,Before Unload,2019-07-31T22:11:30.605-07:00,7377450353,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/blueprint,7571,8,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,609,68,3607,9,4239,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/buildersclub,procorestaging,200,stg.procore.com|AU|Resource|Builders Club,Resource|Builders Club,stg.procore.com,Before Unload,2019-07-31T22:11:35.604-07:00,4667661407,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/buildersclub,3945,15,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,559,1,3772,10,4360,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/certification,procorestaging,200,stg.procore.com|AU|Resource|Certification,Resource|Certification,stg.procore.com,Before Unload,2019-07-31T22:11:39.239-07:00,5109448806,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/certification,6161,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1228|1295,3,1,1,1,728,4,2739,4,3490,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T22:11:46.07-07:00,4601597923,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,2767,68,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+7,Online,Available,Visible,,,,Email|Country,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit,4876|1295,1,1,1,1,526,5,2689,4,3295,1,1,1,,,,,1,,1,7,,,,,,,,,,,,2
https://stg.procore.com/en-au/construction-financials,procorestaging,200,stg.procore.com|AU|Product|Construction Financials|Overview,Product|Construction Financials|Overview,stg.procore.com,Before Unload,2019-07-31T22:11:51.404-07:00,4594301230,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/construction-financials,5788,10,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,612,68,4594,3,5225,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T22:12:00.719-07:00,1958152973,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,2767,68,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+7,Online,Available,Visible,,,,Email|Country,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit,4876|1295,1,1,1,1,2682,8,2684,7,5389,1,1,1,,,,,1,,1,7,,,,,,,,,,,,2
https://stg.procore.com/en-au/construction-financials/accounting-integrations,procorestaging,200,stg.procore.com|AU|Product|Construction Financials|Accounting Integrations,Product|Construction Financials|Accounting Integrations,stg.procore.com,Before Unload,2019-07-31T22:12:05.150-07:00,8102665033,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/construction-financials/accounting-integrations,8928,7,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,605,76,3228,6,3854,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/continuing-education,procorestaging,200,stg.procore.com|AU|Resource|Continuing Education,Resource|Continuing Education,stg.procore.com,Before Unload,2019-07-31T22:12:09.147-07:00,4428392397,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/continuing-education,3913,15,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,720,1,3111,4,3852,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T22:12:15.945-07:00,8816545939,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,2767,68,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+7,Online,Available,Visible,,,,Email|Country,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit,4876|1295,1,1,1,1,305,296,2950,5,3274,1,1,1,,,,,1,,1,7,,,,,,,,,,,,2
https://stg.procore.com/en-au/demo?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|AU|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T22:12:20.444-07:00,6322267732,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/demo,2961,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,4876|1295,1,1,1,1,683,1,3333,4,4034,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/engineering,procorestaging,200,stg.procore.com|AU|Company|Engineering,Company|Engineering,stg.procore.com,Before Unload,2019-07-31T22:12:30.397-07:00,4252918079,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/engineering,18908,3,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,2,1,1,1,712,186,8989,10,9727,,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/events,procorestaging,200,stg.procore.com|AU|Event|Industry Events,Event|Industry Events,stg.procore.com,Before Unload,2019-07-31T22:12:34.409-07:00,3706272319,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/events,870,69,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,761,2,3053,6,3835,1,1,1,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/field-productivity?utm_medium=Social&utm_source=LinkedIn&utm_campaign=BRD&utm_term=Organic&utm_content=Jobsite_Constructions-up-and-coming-tech,procorestaging,200,stg.procore.com|AU|Product|Field Productivity|Overview,Product|Field Productivity|Overview,stg.procore.com,Before Unload,2019-07-31T22:12:39.371-07:00,3096992877,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/field-productivity,3396,18,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,3,1,1,1,949,3,3793,4,4818,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/field-productivity/crews,procorestaging,200,stg.procore.com|AU|Product|Field Productivity|Crews,Product|Field Productivity|Crews,stg.procore.com,Before Unload,2019-07-31T22:12:42.887-07:00,3596415543,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/field-productivity/crews,3150,19,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,589,18,2697,4,3366,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/innovation-lab,procorestaging,200,stg.procore.com|AU|Event|Innovation Lab,Event|Innovation Lab,stg.procore.com,Before Unload,2019-07-31T22:12:48.245-07:00,5901022832,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/innovation-lab,6081,10,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1213|1295,1,1,1,1,567,395,4288,7,4875,1,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T22:12:56.402-07:00,4291838836,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,2767,68,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,4876|1295,1,1,1,1,165,101,2601,6,2788,1,1,1,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/demo?nb-transaction-token=NBPOE-TXN-5d4274d83b680&nb-confirmation-token=a958c730b9996feda2b48a6d7a523e45&nb-result=valid&FirstName=Josh&LastName=Bradley&Email=joshua.bradley%2Badobetest%40procore.com&Phone=1234567890&Company=Procore&Country=Bahamas&utm_campaign__c=&utm_content__c=&utm_medium__c=&utm_source__c=&utm_term__c=&formid=4876&munchkinId=788-HIQ-636&gAClientID=,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T22:13:00.130-07:00,2992878482,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,2721,22,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,3,1,1,1,935,494,2727,4,3682,1,,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/jobs,procorestaging,200,stg.procore.com|AU|Company|Jobs,Company|Jobs,stg.procore.com,Before Unload,2019-07-31T22:13:05.551-07:00,3365434164,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/jobs,4349,14,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,545,76,4165,9,4736,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/jobs/benefits,procorestaging,200,stg.procore.com|AU|Company|Jobs|Benefits,Company|Jobs|Benefits,stg.procore.com,Before Unload,2019-07-31T22:13:09.556-07:00,1773868215,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/jobs/benefits,4388,14,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,567,90,3267,4,3856,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/jobs/openings,procorestaging,200,stg.procore.com|AU|Company|Jobs|Openings,Company|Jobs|Openings,stg.procore.com,Before Unload,2019-07-31T22:13:14.431-07:00,6982741069,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/jobs/openings,18393,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,947,73,3367,4,4354,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/jobs/openings/1056317,procorestaging,200,stg.procore.com|US|Company|Jobs|Openings|1056317,Company|Jobs|Openings|1056317,stg.procore.com,Before Unload,2019-07-31T22:13:20.474-07:00,7260883604,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/jobs/openings/1056317,10674,6,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,701,79,5148,4,5874,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/jobs/sales,procorestaging,200,stg.procore.com|AU|Company|Jobs|Sales,Company|Jobs|Sales,stg.procore.com,Before Unload,2019-07-31T22:13:24.742-07:00,7802585523,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/jobs/sales,4432,14,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,551,5,3544,2,4125,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/legal,procorestaging,200,stg.procore.com|AU|Company|Legal|Overview,Company|Legal|Overview,stg.procore.com,Before Unload,2019-07-31T22:13:27.706-07:00,3178887416,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/legal,1450,41,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,,1,1,1,1,491,1,2253,4,2819,1,1,,,,,,,,,,,,,,,,,,,,,
https://stg.procore.com/en-au/legal/api-terms-and-conditions,procorestaging,200,stg.procore.com|AU|Company|Legal|Api Terms And Conditions,Company|Legal|Api Terms And Conditions,stg.procore.com,Before Unload,2019-07-31T22:13:32.763-07:00,6915977403,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/legal/api-terms-and-conditions,22126,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,623,81,3928,4,4622,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/demo,procorestaging,200,stg.procore.com|US|Marketing|Demo,Marketing|Demo,stg.procore.com,Before Unload,2019-07-31T22:13:40.194-07:00,4264703207,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/demo,2767,68,testid-1234567890,Customer/Collaborator,,4876,FirstName|LastName|Email|Phone|Company|Country|gDPRFormsConsent,7,+7,Online,Available,Visible,,,,Email|Country,FirstName|LastName|Phone|Company|mktoButton|Email|Email|submit,4876|1295,1,1,1,1,230,2,3196,7,3463,1,1,1,,,,,1,,1,7,,,,,,,,,,,,2
https://stg.procore.com/en-au/partners,procorestaging,200,stg.procore.com|AU|Resource|Partners,Resource|Partners,stg.procore.com,Before Unload,2019-07-31T22:13:43.937-07:00,6411177478,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/partners,5759,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1225|1295,1,1,1,1,531,2,2560,4,3111,1,1,1,1,1,1,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/platform,procorestaging,200,stg.procore.com|AU|Product|Platform|Overview,Product|Platform|Overview,stg.procore.com,Before Unload,2019-07-31T22:13:48.719-07:00,3506574031,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/platform,4799,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,400,4,4123,3,4613,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/press,procorestaging,200,stg.procore.com|AU|Company|Press|Overview,Company|Press|Overview,stg.procore.com,Before Unload,2019-07-31T22:13:52.411-07:00,6927511616,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/press,13926,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,1035,1,2161,4,3275,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,procorestaging,200,stg.procore.com|AU|Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,Company|Press|Habitat For Humanity And Procore Partner For A Brush With Kindness,stg.procore.com,Before Unload,2019-07-31T22:13:55.426-07:00,1906241516,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/press/habitat-for-humanity-and-procore-partner-for-a-brush-with-kindness,3135,19,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,748,1,2069,4,2837,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/press/procore-acquires-bimanywhere,procorestaging,200,stg.procore.com|AU|Company|Press|Procore Acquires Bimanywhere,Company|Press|Procore Acquires Bimanywhere,stg.procore.com,Before Unload,2019-07-31T22:13:58.219-07:00,9448818840,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/press/procore-acquires-bimanywhere,2763,22,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,2,1,1,1,529,3,2049,4,2649,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/project-management,procorestaging,200,stg.procore.com|AU|Product|Project Management|Overview,Product|Project Management|Overview,stg.procore.com,Before Unload,2019-07-31T22:14:02.300-07:00,5327935143,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/project-management,4641,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,402,10,3467,4,3937,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/project-management/bidding,procorestaging,200,stg.procore.com|AU|Product|Project Management|Bidding,Product|Project Management|Bidding,stg.procore.com,Before Unload,2019-07-31T22:14:05.71-07:00,9029736991,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/project-management/bidding,4075,15,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,392,4,2211,4,2622,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/projects,procorestaging,200,stg.procore.com|AU|Resource|Projects,Resource|Projects,stg.procore.com,Before Unload,2019-07-31T22:14:11.62-07:00,7389583424,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/projects,6736,100,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,614,5,4946,3,5582,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/quality-safety,procorestaging,200,stg.procore.com|AU|Product|Quality Safety|Overview,Product|Quality Safety|Overview,stg.procore.com,Before Unload,2019-07-31T22:14:14.185-07:00,9082717387,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/quality-safety,4705,13,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,473,1,2417,4,2954,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/quality-safety/daily-log,procorestaging,200,stg.procore.com|AU|Product|Quality Safety|Daily Log,Product|Quality Safety|Daily Log,stg.procore.com,Before Unload,2019-07-31T22:14:16.924-07:00,5734694406,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/quality-safety/daily-log,3757,16,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,1295,1,1,1,1,545,116,2033,5,2597,1,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/safety-qualified,procorestaging,200,stg.procore.com|AU|Resource|Safety Qualified,Resource|Safety Qualified,stg.procore.com,Before Unload,2019-07-31T22:14:19.479-07:00,4734907963,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/safety-qualified,8103,7,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,3609|1295,1,1,1,1,521,92,1772,4,2310,,,,,,,,,,,,,,,,,,,,,,,2
https://stg.procore.com/en-au/subcontractors,procorestaging,200,stg.procore.com|AU|Solution|Subcontractors,Solution|Subcontractors,stg.procore.com,Before Unload,2019-07-31T22:14:25.153-07:00,6069870599,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/subcontractors,8724,7,testid-1234567890,Customer/Collaborator,,,,,,Online,Available,Visible,,,,,,1295,1,1,1,1,473,2,4248,9,4799,,,,,,,,,,,,,,,,,,,,,,,1
https://stg.procore.com/en-au/subs-demo,procorestaging,200,stg.procore.com|AU|Marketing|Subs Demo,Marketing|Subs Demo,stg.procore.com,Before Unload,2019-07-31T22:14:28.379-07:00,8095247293,45308589624881343011519527256482478410,2063372176.1564636212,stg.procore.com,/en-au/subs-demo,2833,21,testid-1234567890,Customer/Collaborator,,,,,,,,,,,,,,4876|1295,2,1,1,1,744,1,2305,4,3082,1,,,,,,,,,,,,,,,,,,,,,,2
